uid	iids
617	25,340,987
618	958,1173,1280,874
619	25,1154,941,1254,793,1019,1549,1414,846
620	800,266,1479,931,582
621	25,820,910,929,1256,842
622	25,39,299,346,299,346,1172
623	337,337,990,1152,1092,1157,941,1245,203,1254,229,651,1068,1550
624	340,340,1194,1449
625	25,849,776,1105,1290,1333,1210,1274
626	25,820,1108,1158,1209,970,1448
627	25,1227,1166
628	25,958,1170,1173,1343,1351,1320,1375,945,1030,757,1254,32,229,1281,1381,1191,1423,1460,1048,1159,1241,1481,1509,1277,1526,1137,1523,1524,756,1504,1271,1525,1021,1196,651,1124,651,1068
629	820,1015,1239,1330,1517,1522,1495,1529,1068
630	25,523,355,355,1457,1048,753,1023,1405,1405,1269,1238
631	221,625,25,103,910,1211,1198,1286,1281,798,1417,1129,1057,1372,1482,1195,1124,1124,158
632	25,1103,890
633	565,162,692,900,141
634	975,102,790,1295,972,1297,142,911,519
635	49,71,141,143,159,334,345,334,345,1034,52,900
636	65,26,102,1295,1298
637	52,181,973,26,790
638	521,26,699,746,1073
639	102,162,26,99,132
640	26,530,547,1142
641	1315,26,162,790,1394,663
642	26,102,141,162,181
643	52,65,99,142,790,102,26,98,175
644	1092,27,503,503,914
645	62,166,565,143,71,26
646	26,162,181,812,132
647	26,102,162
648	26,71,181,192,866
649	1171,1158,1156,941,1296,1292,841,1379,26,132,1318,232,1159,796,1527,1349,543
650	282,282,26,483,483
651	1337,27,1435,40,961,1436,1323,980,1302,614,942,669,630
652	912,27,504,504
653	26,429,429,52,181
654	217,644
655	142,181,866
656	26,140,142,175,691,102
657	26,98,102,132,141,181,302,302,812
659	126,902,26,258,258
660	26,304,304,302,302
661	26,304,304,1297,1295
662	26,102,900,52,1394
663	692,790,26,691
664	464,464,462,462,26
665	26,132,302,302,790
666	26,49,102,271,304,271
667	26,132,141,900,790
668	142,812,274,274,132,175
669	26,99,162,65,663
670	142,142,663
671	26,102,132,162,521
672	28,63,171,1178
673	320,320,551,28,29
674	314,314,28
675	28,63,699,699,699,699,699,699,699,699,746,746,746,746,746,746,746
676	171,980,29,514,1014
677	546,29,53,54,884
678	29,1217,1330,960,1447
679	878,74,878,30,417,417,528,779,938,588
680	30,892,52,554,52,52,205,812,510
681	688,31,805,826
682	337,337,1206,1403,31
683	1015,1144,129,872,1399,828,31
684	777,1227,920,1035,229,1400,1419,31,1544,1180,1061,891,101,977
685	1256,945,826,1007,31
686	48,645,32,51
687	690,1174,1343,986,1330,1475,1069,1250
688	433,510,433,510,535,217
689	77,952,660,32,268,931,1269,525
690	413,413,32
691	849,288,288,892,744,1370,851,1075,1510,32
692	338,338,549,554,778,929,1009,1056,32,669,1435,1495
693	660,32,1181,1099,1021,952,931,1341,942,912,961,1436,582,630
694	337,337,836,762,1570,864,886,32,902,582
695	780,833,777,155,1160,288,288,801,355,355,1235,1094,1275,681,682,1328,1190,1330,798,1456,1449,1430,229,1182,660,891,32,952,1349,1378,1469
696	1081,1274,804,227,798,1228,1480,1479,1509,1406,229,266,1543,32,660,891,772,931,268,582,1414,1199,1443
697	1284,660,891,32,902,207,961,1089,1436,268,582,1510,1202,1068,1546,1547,1516,1135,1269,1101,1039,1467
698	32,1068,1195,792,1050
699	890,1225,1256,1289,789,1281,1007,1461,1067,1474,1042,32,891,185
700	660,1042,32,1446,1304,158
701	510,510,849,895,767,987,302,302,1144,1215,958,836,1134,970,668,227,1191,1459,798,1047,1451,1484,1463,490,490,476,476,435,443,435,443,465,465,1137,1284,1541,1182,32,1120,145,1494,1096,101,614,1478,1054,1181,1543
702	32,208,802,828,1405
703	696,154,153,644,422
704	849,776,1009,1082,987,974,1008,1173,1087,1239,111,1267,1207,1011,1411,32,1276,1523,1512,1526,1519,902,1096
705	987,1082,539,1128,1252,1166,1210,1194,693,1226,1254,1134,32,804,828,1044,229,1442,1048,932,1543,1061,1514,390,390,1446,1096,1409,1408,598,1510,1039,358,358,664,201,1050
706	1170,1035,1226,693,1285,203,1254,32,1530,1409,1550,630
707	1082,1197,682,32,1260,1074,1277,961,1436,669,391,391,1126
708	1016,1105,757,1275,1198,1448,1241,1525,1521
709	1055,1144
710	1082,987,560,894,1253,756,1134,277,277
711	1147,355,355,693,1080,1164,32,1379,981,1374,970,688,1456,1364,1382,1042
712	536,39,777,1141,1064,826,1198,32,1425,1421,1222,1129,1548,1541,931
713	1263,32,1246,1228
714	778,217,1156,1154,1252,1209,941,1245,290,290,1164,32,1036,230,1282,1159,584,476,476,443
715	1150,1212,1352,693,1283,1081,32,203,1254,688,1479,1509,1440,1428,1182,891,660,952,1503,1495,931,582,826,630,840,1181,1195,1493,229,1378,1543,1270,1242,266,1469
716	1265,1401,32,981,1328,1502,918,1124
717	288,288,289,919
718	32,203,1439,490,490
719	83,1411
720	1351,1370,1352,32,693,1030,203,1381,1286,1219,618,584,1018,1504,1462,266,1543,1491,857,1510,1061,660,891,1514,1446,1020,1494,1096,1304
721	1343,1297,1253,32,1094,1164,851,1029,1197,682,1054,1275,1081,1400,687,1318,1190,1007,748,266,1036,1191,1222,1543,1544,476,476,1512,1518,660,891,1096,1532
722	441,490,441,490,85,199,209,217,510,510,32,45,155,520
723	1134,738,1385,32,644
724	926,950,32,644,738
725	32,151,156,828,1063
726	32,681,682,412,412
727	205,1043,1252,864,358,358,1369,33,747,1451,1219,1364,1479,1544,1543,918,1136,1511,1284,1061,1099
728	33,47,402,402,47,402,402
731	47,234,402,402
733	33
734	964,1376,1468,34,361
735	751
736	1130,34,541,706,1026,1321
737	137,320,320,531,34
738	125,34,119,128,1026
739	51,1246,34,320,320
740	34,320,320,529,794
741	45,557,724,34
742	34,119,320,320,1117
743	92,168,238,34,134
744	563,320,320,74,449
745	1121,34,635,838,1083
746	1210,34,551,1446,1493
747	320,370,320,370,1192,1445,34
748	47,402,402,119,653,653,699,699,699,699,746,746,746,746,1117,34,653
749	34,243,706,877
750	34,66,119,119,1117
751	320,320,34,135,877
752	74,320,320,34,653
753	708,34,115,948,1026
754	34,115,751,1045,1321
755	34,320,320,541
756	34,708,1138
757	35,115,594
758	158,156,660
760	835,878
761	412,412,35,670,707
762	35,105,1001,53,54
763	43,44,1377,36,769
764	562,503,503,914
765	503,503,914,36,257
766	36,596,999
767	838
768	69,713,1086,1096
769	36,699,699,746,746
770	643
771	36,733,1012,607,1100
772	36,895,1100,1108,1156,958,836,1274,970,1329,1047,1222,584,1383,1195,1241,1360,924,1362
773	36,638,72
774	37,866,870,1278
775	213,888,87,139,87
776	660
777	196,713,661,38,67,38,67,354,354,1491,1555,619,1490,322,322
778	144,223,225,38
779	38,38,38,67,67
780	38,67,38,67,199
781	158,499,499,38,67
782	764,952,764,38,67
783	38,67,38,67,1045
784	38,38,67,67,139
785	388,388,38,67,1094
786	704,38,67,880,38,67
787	270,38,67,181,38
788	529,38,67
789	950,243
790	210,363,363,820,594,210,38,67,1004,838,939,939
791	38,67,370,370,936
792	38,38,38,67,67
793	260,351,351,1553,38
794	38,67,139,554,1105
795	574,1164,1038,1285
796	652,38,67
797	579,317,317,38,67
798	38,67,503,503,914
799	716,684,716,38,67
800	38,67,640,643,252
801	57,580,785,827,861,928,951
802	839,551,763,751,919,57,580,785,827,861,928,951,991,371,371,649,646,307,307,75,422,422,112,289,289,212,549,53,54,1259,1212,1142,539,925,235,53,54,117,546,622,625,1219,445,445,53,54,1108,1377,1404,1121,1101,947,186,694,907
803	523,1439
804	910,940,946,1104,1140,801,1105,1166,941,1245,874
805	855,39,940,1104,1187
806	39,1176,1029,1570,874
807	658,820,1052,946,1009,1108,546,872,1028,1030,302,302,1146,1256,747,1271,1542,669,1099,264
808	975,776,1108,1003,1188,539,1151,695
809	255,143,39
810	602,1064,443,443
811	39,1080,1489,1069,932,490,490,1090,1409,1550,1195,1349
812	910,39,1285,229,687,1386
813	39,872,894,109,752,888,1381,1059,1364,796,266,1543,1525,390,390,1054
814	39,946,523,1207,1258,556,1318
815	1464,931
816	1160,668,1421,1530
817	941,1245,912,40
818	511,511,838,845,428,428,681,435,435,1542,1020,1095
819	40,391,390,390
820	1082,1016,1146,971,40
821	756,1271,1323,1435,1302,1477,40,912,1441,942,1478,396
822	690,777,1009,801,513,1092,1212,1133,1264,1541,1020
823	800,538,106,290,290,1198,1423,750
824	1188,556,1399,1318,1007,107,465,465,1323,40,826
825	1013,1318,1007,1136,753
826	40,268,630,942
827	288,288,888,897,839
828	1152,513,941,1290,1512
829	1100,1154,1204,1226,1079,945,1254,1125,1044,1060,1395,1405,1069,443,443
830	732,110,1391,1452,1518,207
831	1258,681,1308,1021,1510,1054
832	1227,801,1247,651,1068,41
833	1105,1225,1164
834	906,1195,1453
835	791,1258,1461,1056,1057,476,476,1511,1541,651,1195,1068
836	1145,1264,668,1047,1487,443,443,1284,952,931,582,1510
837	1530,1323,1021,41
838	812,1064,1042
839	1164,1007,1460,584,1543,1544,41,882,1360
840	812,839,222,1450,1527,582
841	1098,1227,1226,1254,981,1364,1463,931,1068,41,1044
842	83,1486,41,1068
843	941,941,1245,1245,651,1196,1124,930
844	929,1028,106,203,931
845	762,822,1371,1356,846,931,53,54,41,1195
846	778,538,1042,1124,1199,41
847	801,892,826
848	975,990,1390,826,1198,687,1191,1458,584,1463,207,931,1196,41,1350
849	849,337,337,728,851,1528,1486
850	849,1358,1195,1124,1195,41,1068
851	1220,879,1183,1258,1389,1368,1452,1528,1482,443,443,756,1163,1022,101,614,41
852	1157,165,177,1370,1285,983,1386,1061,41,1068,882
853	894,1191,397,397,41,651,1068
854	1274,1079,1190,1281,817,853,886,1515,891,1021,1063,1488,1021,931,614,582,263,630,651,158,1432,1238,1580,1360
855	1358,1081,681,1308,1419,1457,798,1425,1405,1048,1417,584,435,435,443,443,1523,1504,1061,1503,1195,1068,41,1405,1478
856	1495,41,1195,1538,1539
857	390,390,1494,1244,229,949,41
858	906,1028,1030,1016,97,888,1079,1243,230,1271,1424,1118
859	1018,842,1515,962,1494,669,207,1096,1534,961,1436,229,1181,41,1068,1349,1044,875,887,201
860	337,337,940,1104,1207,1235,1183,841,1308,1332,1419,1422,1284,952,1095,41
861	41,1195,651,1068,1068,152
862	476,476,41
863	946,1155,1146,1331,1343,1038,1369,1481,1444,41,1350
864	43,721,41,651,859
865	744,768
866	199,445,445
867	926
868	515,43,572,42,241
869	50,42,45,504,504
870	42,44,150,239,241,251,515,568
871	528
872	364,364,42,239,364
873	42,251
874	44,364,364,387
875	42,44,121,251,195
876	715
877	721,364,364,364,364
878	43,387,387,240,239
879	699,699,746,746
880	44
881	45,224,238
882	44,240,721,364,239
883	739,771,45,889,1499
884	44,50,92,240,721
885	249,510,510,45,568
886	45,239,684,860,1218
887	45,45,254,447,447
888	860,45,238,241
889	45,387,387,240,859
890	744,922,837,47
891	496,496,429,429,46
892	47,402,402,20,234
893	107,192
894	47,402,402,234,815
895	510
896	47,402,402
897	902,737,532,716,47
898	787,47,402,402
899	47,402,402,47,402
900	83,47,402,402,47
901	489,489,47,402,402
902	877
903	147,47,402,402
904	417,417
905	47,402,402,47,402
906	303,303,47,402,402
907	47,402,402,47,402
908	47,402,402,47,402
909	47,402,402,549,554,1108
910	47,402,402,365,365
911	502,502,47,402,402
912	47,402,402
913	690,1006,47,234,402
914	47,402,402,1295,1297
915	527
916	215,795
917	47,402,402,47,402
918	47,402,402,47,402
919	47,402,402,783,766,47,402
920	594,1468,47,402,402
921	47,402,402,47,402
922	171,138,47,402,402
923	47,402
924	651,47,402,402,809
925	47,402
926	502,502,47,402,402
927	47,402,402,242
928	245,305,360,305
929	47,402
930	546,858,87,47,402
931	47,402,402
932	47,234,402,402,581
933	47,402,402
934	47,234,402,402,1319
935	47,402,402,1319
936	47,402,402,815,673
937	47,249,402,402,187
938	694,1317,47,402,402
939	93,519,188,47,402
940	1505
941	47,402,402,764
942	47,402,402,738,768
943	47,402
944	47,402
945	619,47,402,402
946	47,402,402,616,822
947	660,1094
949	678,234,47,402,402
950	47,47,402,402,402
951	1249,1249
952	47,402,402,47,402
953	47,402,402,516,822
954	768,856,47,402,402
955	766,47,47,47,234,402,402,402,402
956	47,402
957	47,402,402
958	47,402,402,47,402
959	47,402,402,47,402
960	47,47,402,402,402
961	47,402
962	94,47,402,402
963	47,402,402,47,402
964	47,402,402,994
965	47,402,402,47,402
966	139,47,402,402,1012
967	47,402,402,47,402
968	47,402,402,47,402
969	47,402,402,47,402
970	47,402,402,47,402
971	47,402,402,47,402
972	47,402,504,402,504
973	47,402,402,47,402
974	47,402,402,47,402
975	47,47,402,402,402
976	47,234,402,402
977	131,47,234,402,402
978	560,47,402,402
980	47,402,402
981	47,47,402,402,402
982	181,900,302,304,302,304
983	399,399,47,402,402
985	47,402,402,47,402
986	47,402,402,47,402
987	47,47,402,402,402
988	122
989	47,402,402,47,402
990	47,402,402,47
991	47,402,402,47,402
992	47,402,402,210
993	47,402,402,47,402
994	47,402,402,602,47
995	47,402,402,712,1317
996	47,402,402,47,402
997	361,361
998	47,47,402,402,402
999	201,259
1000	89,47,402,402
1001	139
1002	47,402,402,47,402
1003	47,402
1004	47,402,402,313,313
1005	47,402,402,35
1006	342,342,47,402,402,816,914,1182,1181,502
1007	47,402,402,47,402
1008	47,342,402,342,402
1009	47,402,402,174,627
1010	47,402,402,47,402
1011	47,47,402,402,402
1012	47,320,402,320
1013	47,234,402,402,815
1014	47,402,402,47,402
1016	47,402,402,47,402,402,47
1017	47,402
1018	47,402,402,318
1019	47,402,402,47,402,402,47
1020	47,402,402,47,402
1021	47,402,402,47,47,402,402
1022	47,402,402,47,402
1023	48,1449,1049,1048
1024	632,154,48,157
1025	224,644
1026	48,58,179,317,317
1027	1297,1507,1527,1523,1526,1106,48,383
1028	857,729,48,1499
1029	126,790,162,702
1030	694,718,1311,1109,422,422,847,736,138,153,196,662,521,789,317,317,360,360,661,596,665,1335,717,840,904,1340,1340,505,505,1345
1031	393,393,830,48,925,764,764,1438
1032	140,48,973,1299
1033	510,510,422,422
1034	48,48,765,246,1191,1474,201,594,1050,651,1124,1195,1068,1203,1441,1126
1035	48,790,837,183
1036	49,102,143,849,900
1037	175,565,49,58,99
1038	49,776,570,62
1039	857,181,49,69,78,166
1040	870,901,49
1042	866,49,831,1266,1278,1536,1250
1043	271,271,602
1044	50,239,1033,1218,1236
1045	364,364,50,168,239
1046	576,576,576,576,51,577,51,576,576
1047	1072,51,1050,603
1048	51,1563
1049	1317
1050	99,52,142,125
1051	52,141,303,303
1052	975,642,98
1053	52,98,303,303,832
1054	316,316,691,692,463,463,569,162,900,52,181,98,132,302,302,304,304,142
1055	52,71,76,270
1056	52,84,181,344,344,552
1057	274,274,812,832,52
1058	53,54,317
1060	661,53,54
1061	1215,53,54
1062	607
1064	53,54,534
1065	653,965,965,968,653
1066	1221,673
1067	53,54
1068	545
1069	299,299,948,53,54
1070	57,580,785,827,861,928,951,991
1071	926,55,179
1072	53,54,59,194
1073	53,54,829
1074	53,54,592
1075	822,944,1373
1076	524,53,53,54,54
1077	55,224,858,885,1287
1078	422,422,53,53,54
1079	55,499,499,499,499
1080	57,580,785,827,861,928,951,991
1081	53,54,135,972
1082	422,422,822,1508,219,944,1311,1311,884,1004,1311
1083	475,475
1084	422,422
1085	95,249,822,1392,53,53,54,54,135,1366
1086	187,56,53,54,1041,53,53
1087	1285,53,54,257,590
1088	53,54,422,422
1089	446,446,522
1090	53
1092	53,53,54,54,534
1093	53,54,1355,838,422
1094	53,53,53,54,54
1095	53,53,54,54,53,54,1562,216,718
1096	1139,112,184,53,54,57,580,660,785,827,861,928
1097	189,1000,1045,53
1098	594,594,594,654
1099	53,54,1205,53,54
1100	53,54,53,53,54
1101	53,53,54,54,1355
1102	53,54,53,53,54
1104	53,53,54,54,978,53,53,54
1105	53,54,821,649,1219
1106	53,54,53,54,53,54,1355,857
1107	53,54,322,322
1108	422,422,53
1109	53,54,521,53,54
1110	53,57,54,580,785,827,861,928,951
1111	53,53,54,54,53
1112	96
1114	191,640,637,53,54,326,335,326,335,1504,620
1115	57,580,785,827,861,928
1116	57,580,785,827,861,928
1117	57,580,785,827,861,928
1118	57,580,785,827,861
1119	57,580,785,827,861
1120	57,579,580,785,827
1121	57,580,785,861,928
1123	57,580,785,827,861,928
1124	57,580,785,827,861,928
1125	57,580,785,827,861
1127	57,580,785,827,861
1128	57,580,785,827,861,928
1129	57,580,785,827,861,928
1130	769,57,580,785,827,861,928
1131	57,580,785,827,861,928
1132	57,580,785,827,861,928
1133	57,580,785,827,861,928
1134	57,580,785,827,861,928
1135	57,580,785,827,861,928
1138	57,580,785,827,861,928,951
1140	57,580,785,827,861
1141	57,580,785,827,861
1142	524,57,580,785,827,861,928
1143	57,580,785,827,861
1144	57,580,785,827,861,928
1145	57,580,785,827,861
1146	57,580,785,827,861,928
1147	57,580,785,827,861,928
1149	57,580,785,827,861
1150	57,580,785,827,861,928
1151	57,580,785,827,861
1153	57,580,785,827,861,928
1154	57,580,785,827,861,928
1155	57,580,785,827,861,928
1156	57,580,785,827,861,928,951
1157	57,580,785,827,861,928
1158	57,580,785,827,861,928
1159	57,580,785,827,861,928
1161	57,580,785,827,861,928
1162	57,580,785,827,861,928
1164	57,580,785,827,861,928
1166	57,580,785,827,861,928
1168	57,580,785,827,861,928
1169	57,580,785,827,861,928
1172	57,580,785,827,861,928,951
1173	57,580,689,785,827,861,928
1174	57,580,785,827,861,928
1176	57,580,785,827,861,928
1177	57,580,785,827,861,928
1178	57,580,785,827,861,928
1180	57,580,785,827,861,928
1181	57,580,785,827,861,928
1182	57,580,785,827,861,928
1183	845,221,1000,1340,57,554,580,785,827,861,928
1185	57,580,785,827,861,928
1186	57,580,785,827,861,928
1187	57,580,785,827,861,928
1188	57,580,785,827,861,928
1189	57,580,785,827,861,928
1190	57,580,785,827,861,928
1191	57,580,785,827,861,928
1192	57,580,785,827,861,928
1193	57,580,785,827,861,928
1194	57,580,785,827,861,928
1195	57,580,785,827,861,928
1196	57,580,785,827,861,928
1198	57,580,785,827,861,928
1199	57,580,785,827,861,928
1200	57,580,785,827,861,928
1201	57,580,785,827,861,928
1202	79,57,580,785,827,861,928
1203	57,580,785,827,861,928
1204	57,580,785,827,861,928
1205	57,580,785,827,861,928
1206	57,580,785,827,861,928
1207	57,580,785,827,861,928
1210	57,580,785,827,861,928,951
1211	57,580,785,827,861,928
1212	57,580,785,827,861,928,951,991
1213	57,580,785,827,861,928
1214	57,580,785,827,861,928
1215	57,580,785,827,861,928
1216	57,580,785,827,861,928
1217	57,580,785,827,861,928
1218	57,580,785,827,861,928
1219	57,580,785,827,861,928
1220	57,580,785,827,861,928
1221	57,580,785,827,861,928
1222	57,580,785,827,861,928
1223	57,580,785,827,861,928
1224	57,580,785,827,861,928
1225	57,580,785,827,861,928
1226	57,580,785,827,861,928
1227	57,88,580,785,827,861,928
1228	57,580,785,827,861,928
1229	181,865,57,580,785,827,861,928
1230	57,580,785,827,861,928
1231	57,580,785,827,861,928
1233	57,580,785,827,861,928
1234	57,580,785,827,861,928
1236	57,580,785,827,861,928
1237	57,580,592,785,827,861,928,951,991,916,916,215,221,422,422
1239	57,580,785,827,861,928
1240	57,57,580,580,785,785,827,827,861,861,928,928,951,951
1241	57,580,785,827,861,928
1242	57,580,785,827,861,928
1245	57,580,785,827,861,928,951
1246	57,580,785,827,861,928
1247	57,580,785,827,861,928
1248	57,580,785,827,861,928,951
1249	57,580,785,827,861,928
1250	57,580,785,827,861,928
1251	57,580,785,827,861,928
1252	57,580,785,827,861,928
1253	57,580,785,827,861,928
1254	57,580,785,827,861,928
1257	57,580,785,827,861,928,951
1258	57,580,785,827,861,928
1259	57,580,785,827,861,928
1260	57,580,785,827,861,928
1261	57,580,785,827,861,928,951,991,57,580,785,827,861,928
1262	57,580,785,827,861,928
1263	57,580,785,827,861,928
1264	57,580,785,827,861,928,951
1266	57,580,785,827,861,928
1267	57,580,785,827,861,928
1269	57,580,785,827,861,928
1270	57,580,785,827,861,928
1272	57,580,785,827,861,928
1273	57,580,785,827,861,928
1274	57,580,785,827,861,928
1275	57,580,785,827,861,928
1277	57,580,785,827,861,928
1279	57,580,785,827,861,928
1280	57,580,785,827,861,928
1281	57,580,785,827,861,928
1282	57,580,785,827,861,928
1283	57,580,785,827,861,928
1284	57,580,785,827,861,928
1286	57,580,785,827,861,928
1287	57,580,785,827,861
1288	57,580,785,827,861,928
1289	712,57,580,785,827,861,928
1290	57,580,785,827,861,928
1291	57,580,785,827,861,928,951
1292	57,580,785,827,861,928
1293	57,580,785,827,861,928
1294	57,580,785,827,861,928
1296	57,580,785,827,861,928
1297	57,580,785,827,861,928
1299	57,580,785,827,861,928
1301	57,580,785,827,861,928
1303	57,580,785,827,861,928
1304	57,580,785,827,861,928
1305	57,580,785,827,861,928
1307	57,580,785,827,861,928
1308	57,57,57,57,580,580,580,580,785,785,785,785,827,827,827,827,861,861,861,861,928,928,928,928,951,951,951,951,991,991
1309	57,580,785,827,861,928
1310	57,580,785,827,861,928
1311	57,580,785,827,861,928
1312	57,580,785,827,861,928
1313	57,580,785,827,861,928,951,991,57,580,785,827,861,928
1315	57,580,785,827,861,928
1317	57,580,785,827,861,928
1318	57,57,580,580,785,785,827,827,861,861,928,928,951,951
1319	57,580,785,827,861,928
1320	57,580,785,827,861,928
1321	250,937,1012,57,580,785,827,861,928,951,991
1322	57,580,785,827,861,928
1323	57,580,785,827,861,928
1324	57,580,785,827,861,928
1325	57,57,580,580,785,785,827,827,861,861,928,928,951,951
1326	57,580,785,827,861,928
1327	94,57,580,785,827,861,928,951
1328	57,580,785,827,861,928
1329	57,580,785,827,861,928
1330	57,580,785,827,861,928,951
1331	57,580,785,827,861,928
1332	57,580,785,827,861,928
1333	57,580,785,827,861,928
1334	57,580,785,827,861,928
1335	57,580,785,827,861,928
1336	57,580,785,827,861,928
1337	57,580,785,827,861,928
1338	57,580,785,827,861,928,951,991,57,580,785,827,861,928
1339	57,580,785,827,861,928
1341	57,580,785,827,861,928,951,991
1342	57,580,785,827,861,928
1343	57,579,580,785,827,861,928
1344	57,580,785,827,861,928
1345	57,580,785,827,861,928
1348	57,57,57,57,580,580,580,580,785,785,785,785,827,827,827,827,861,861,861,861,928,928,928,928,951,951,951,951,991,991,991
1350	57,580,785,827,861,928
1351	57,580,785,827,861
1352	57,580,785,827,861,928
1354	57,580,785,827,861,928
1355	57,580,785,827,861,928
1356	57,580,785,827,861,928
1358	57,580,785,827,861,928
1359	57,580,785,827,861,928
1361	57,580,785,827,861,928
1362	57,580,785,827,861,928
1363	57,580,785,827,861,928
1364	57,580,785,827,861,928
1366	57,57,580,580,785,785,827,827,861,861,928,928,951,951
1367	57,580,785,827,861,928
1368	57,580,785,827,861,928
1369	57,580,785,827,861,928
1371	57,580,785,827,861,928
1372	653,653,57,580,785,827,861,928
1375	57,580,785,827,861,928,951
1376	57,580,785,827,861,928
1377	57,580,785,827,861,928
1379	57,580,785,827,861,928
1381	57,580,785,827,861,928
1382	57,580,785,827,861
1383	57,580,785,827,861,928
1384	57,580,785,827,861,928
1385	57,580,785,827,861
1386	222,57,580,785,827,861,928
1387	57,580,785,827,861,928
1388	57,580,785,827,861,928,951
1389	57,580,785,827,861,928
1393	57,580,785,827,861,928,951
1394	57,580,785,827,861,928
1395	57,580,785,827,861,928
1398	779,57,57,580,785,827,861,928
1399	57,580,785,827,861,928
1400	57,580,785,827,861,928
1403	57,580,785,827,861,928,951
1404	57,580,785,827,861,928
1406	57,580,785,827,861,928
1408	57,221,580,785,827,861,928
1410	57,580,785,827,861,928
1411	57,580,785,827,861,928
1412	57,580,785,827,861,928
1414	57,580,785,827,861,928
1415	57,580,785,827,861,928
1416	57,580,785,827,861,928
1417	57,580,785,827,861,928
1419	57,580,785,827,861,928
1420	57,580,785,827,861,928
1421	57,580,785,827,861,928
1422	57,580,785,827,861,928
1423	57,580,785,827,861,928
1424	57,580,785,827,861,928
1425	57,580,785,827,861,928
1427	422,422,57,580,785,827,861,928,951,991,57,580,785,827,861,928
1429	57,580,785,827,861,928
1430	57,580,785,827,861,928
1431	57,580,785,827,861,928
1433	57,580,785,827,861,928,951
1434	57,580,785,827,861,928
1435	57,221,580,785,827,861,928
1436	57,580,785,827,861,928
1437	57,580,785,827,861,928
1438	57,580,785,827,861,928
1439	57,580,785,827,861,928
1441	57,580,785,827,861,928
1443	57,580,785,827,861,928
1444	57,580,785,827,861,928
1445	57,580,785,827,861
1446	57,580,785,827,861,928
1447	422,422,57,580,785,827,861,928
1448	57,580,785,827,861,928
1449	57,580,785,827,861,928
1450	57,580,785,827,861,928
1451	57,580,785,827,861,928
1452	57,580,785,827,861,928,951
1454	57,580,785,827,861,928
1455	57,580,785,827,861,928,951
1457	57,580,785,827,861,928
1458	57,580,785,827,861,928
1459	57,580,785,827,861,928
1460	57,580,785,827,861,928
1461	57,580,785,827,861,928
1462	57,580,785,827,861,928
1463	57,580,785,827,861,928
1465	57,580,785,827,861,928
1466	57,580,785,827,861,928
1467	57,580,785,827,861,928
1469	57,580,785,827,861,928
1470	57,580,785,827,861,928
1471	57,580,785,827,861,928
1472	57,580,785,827,861,928
1473	57,580,785,827,861,928
1474	57,580,785,827,861,928,951
1475	57,580,785,827,861,928,951
1477	57,57,580,785,827,861,928
1478	57,580,785,827,861,928
1479	57,580,785,827,861,928
1480	57,580,785,827,861,928
1481	57,580,785,827,861,928
1482	57,580,785,827,861,928
1483	57,580,785,827,861,928
1485	57,580,785,827,861,928
1486	57,580,785,827,861,928
1487	57,57,580,580,785,785,827,827,861,861,928,928,951,951
1488	57,579,580,785,827,861,928,951
1489	57,580,785,827,861,928
1491	57,580,785,827,861,928
1492	57,580,785,827,861,928
1495	57,580,785,827,861,928,951
1496	57,580,785,827,861,928
1498	57,580,785,827,861,928
1501	57,580,785,827,861,928,951
1503	75
1505	57,57,580,580,785,785,827,827,861,861,928,928,951,951
1507	57,580,785,827,861,928
1508	57,580,785,827,861,928
1509	57,580,785,827,861,928
1510	57,580,785,827,861,928
1511	57,580,785,827,861,928
1515	57,57,580,580,785,785,827,827,861,861,928,928,951,951,991
1516	57,580,785,827,861,928
1517	57,580,785,827,861,928
1518	57,580,785,827,861,928
1519	57,580,785,827,861,928
1520	57,580,785,827,861,928
1521	57,580,785,827,861,928
1522	57,580,785,827,861,928
1524	57,580,785,827,861,928
1525	57,580,785,827,861,928
1526	57,580,599,785,827,861,928
1527	1103,1256,1290
1528	534,1147,1149,644,58
1529	699,699,746,746
1530	675,58,416,416,749
1531	866,58,62
1532	58,675,621,1139,191,611,612,727,1127
1533	62,127,870,58,546
1534	274,274,98,58
1535	196,657,59,273,273
1536	59,142,89,663,62,626,259,870
1537	81,429
1538	653,653,653,653,965,653
1539	500,500,500,500,60
1540	699,746,704,105,61,1086,85,510,510
1541	503,503,914,62
1542	870,62,1523,1131,1396
1543	175,866,870
1544	866,1034,62,130
1545	626,62,1278,570
1546	870,62,901
1547	866,130,303,303,62
1548	303,303,124,62,124
1549	62,626
1550	62,342,342,751
1551	166,955,237,1034,62
1552	866,565,570,62,870
1553	503,503,914,62,1278
1554	62,720,1132,870,331
1555	901,62,866,102,790
1556	62,130
1557	62,565,866,569,569
1558	62,1545
1559	870,62,99,175,102
1560	62,570,570
1561	62,85,464
1562	62,963,695,1300,1292,1448,1536,1344
1563	62,131,776,554,1256,268
1564	62,1016,1292,1013,107
1565	62,62,345,345,1235
1566	62,404,404,749,76
1567	627,915,997,64
1568	969,64,636
1569	64,550,1026,1026,1026,64,320,320
1570	64,521,604,985,794
1571	221,446,446,522,194
1573	210,502,502,768,64,760
1574	770,1084,366,366,65,434,434,429,429,910,944,1070
1575	66,697
1576	66,74,826,339,511
1577	320,320
1578	383
1579	69,947,644
1580	1014
1581	503,503,914,524
