uid	iids
3670	801,1075,1267,1207
3673	1271
3674	812,1103
3677	1518
3678	1152,1331
3679	1137,1054,357
3680	1019,1136
3681	822
3683	888,988
3684	1351,1519,826
3685	1180,930
3688	833,1176,1188
3689	833,990
3692	836,1358
3694	1228,842
3695	1176,842
3697	1189
3698	1225,844
3699	931
3700	518,1164,1531
3701	1009
3702	1014
3703	848
3704	849,1424
3705	1207
3706	892
3707	1239
3709	1021
3710	906,1379
3711	1266
3712	1330
3713	1318,1228,1486,1163
3717	888
3719	888
3720	1406
3722	1525,891
3723	1343,1379,1079
3724	1148,941
3727	1068,896,1429
3728	1473,896,1418,1497
3729	765
3730	1309,1199
3733	1140,921
3734	1118,1420
3735	902
3736	1028
3737	910,1250
3738	1502,918,1163
3739	833,1173,1518,1095
3740	929
3741	1227
3744	1099,931
3750	989
3753	1330,1246
3754	1359
3755	1393
3758	1054,970,584
3759	897,970,1047
3760	1015
3761	1165
3762	1252,1387,983
3764	1220,1517,1527
3765	1074
3772	1025,1125,1386
3773	1515
3774	1133
3777	1410
3778	1176,1460
3779	897,1454
3780	1062,1171,1172,1173,1174
3781	1090
3783	1519
3784	1176,1160
3785	1080
3786	1450
3790	1252,1267
3791	1098,1217
3792	1100,1489,750
3794	1108
3795	1224
3797	1253
3798	1539
3799	1195,1195
3800	1391,1421
3803	1534
3806	1344,1524,1522
3807	1341
